1649144262.735, 0.18, 0.17, 0.16, 0.21
1649144263.337, 0.19, 0.2, 0.28, 0.17
1649144263.936, 0.17, 0.17, 0.22, 0.16
1649144264.537, 0.18, 0.17, 0.16, 0.17
1649144265.136, 0.17, 0.16, 0.09, 0.17
1649144265.735, 0.18, 0.16, 0.16, 0.15
1649144266.337, 0.18, 0.16, 0.06, 0.16
1649144266.935, 0.15, 0.15, 0.28, 0.15
1649144267.537, 0.16, 0.14, 0.31, 0.14
1649144268.142, 0.17, 0.14, 0.09, 0.14
1649144268.742, 0.16, 0.14, 0.28, 0.14
1649144269.342, 0.17, 0.14, 0.22, 0.14
1649144269.943, 0.21, 0.14, 0.12, 0.14
1649144270.547, 0.17, 0.14, 0.12, 0.14
1649144271.146, 0.18, 0.14, 0.16, 0.14
1649144271.747, 0.16, 0.14, 0.25, 0.14
1649144272.353, 0.15, 0.14, 0.12, 0.14
1649144272.952, 0.14, 0.14, 0.12, 0.14
1649144273.555, 0.18, 0.14, 0.22, 0.14
1649144274.155, 0.2, 0.14, 0.19, 0.14
1649144274.754, 0.17, 0.14, 0.16, 0.14
1649144275.352, 0.17, 0.14, 0.19, 0.14
1649144275.952, 0.2, 0.14, 0.16, 0.14
1649144276.551, 0.16, 0.14, 0.22, 0.14
1649144277.152, 0.19, 0.14, 0.06, 0.14
1649144277.752, 0.21, 0.14, 0.09, 0.14
1649144278.351, 0.15, 0.14, 0.12, 0.14
1649144278.951, 0.19, 0.14, 0.16, 0.14
1649144279.55, 0.19, 0.14, 0.25, 0.14
1649144280.15, 0.18, 0.14, 0.06, 0.14
1649144280.75, 0.15, 0.14, 0.22, 0.14
1649144281.351, 0.18, 0.14, 0.25, 0.14
1649144281.951, 0.17, 0.14, 0.12, 0.14
1649144282.438, 0.24, 0.14, 0.25, 0.14
1649144283.038, 0.16, 0.14, 0.28, 0.14
1649144283.64, 0.29, 0.14, 0.31, 0.14
1649144284.242, 0.26, 0.14, 0.16, 0.14
1649144284.843, 0.35, 0.14, 0.28, 0.13
1649144285.453, 0.34, 0.14, 0.25, 0.13
1649144286.054, 0.4, 0.13, 0.38, 0.13
1649144286.655, 0.37, 0.13, 0.41, 0.13
1649144287.255, 0.43, 0.13, 0.5, 0.13
1649144287.855, 0.44, 0.13, 0.41, 0.13
1649144288.46, 0.47, 0.13, 0.66, 0.12
1649144289.062, 0.47, 0.12, 0.53, 0.12
1649144289.664, 0.44, 0.12, 0.25, 0.13
1649144290.271, 0.41, 0.12, 0.5, 0.13
1649144290.871, 0.52, 0.12, 0.56, 0.11
1649144291.47, 0.49, 0.12, 0.56, 0.11
1649144292.071, 0.6, 0.11, 0.56, 0.1
1649144292.671, 0.56, 0.11, 0.38, 0.13
1649144293.271, 0.53, 0.11, 0.59, 0.11
1649144293.875, 0.58, 0.11, 0.34, 0.13
1649144294.477, 0.58, 0.11, 0.66, 0.09
1649144295.081, 0.68, 0.1, 0.59, 0.11
1649144295.679, 0.68, 0.1, 0.81, 0.09
1649144296.277, 0.67, 0.1, 0.69, 0.09
1649144296.879, 0.66, 0.09, 0.72, 0.09
1649144297.477, 0.73, 0.09, 0.72, 0.08
1649144298.079, 0.73, 0.08, 0.81, 0.08
1649144298.677, 0.77, 0.08, 0.69, 0.09
1649144299.278, 0.82, 0.08, 0.78, 0.08
1649144299.876, 0.78, 0.08, 0.78, 0.08
1649144300.474, 0.78, 0.07, 0.78, 0.07
1649144301.075, 0.72, 0.08, 0.78, 0.08
1649144301.677, 0.78, 0.08, 0.88, 0.07
1649144302.279, 0.81, 0.07, 0.84, 0.07
1649144302.767, 0.84, 0.07, 0.78, 0.07
1649144303.372, 0.83, 0.06, 0.91, 0.06
1649144303.975, 0.87, 0.06, 0.72, 0.07
1649144304.58, 0.82, 0.06, 0.78, 0.06
1649144305.181, 0.89, 0.05, 1.0, 0.04
1649144305.782, 0.86, 0.06, 0.84, 0.06
1649144306.385, 0.87, 0.05, 0.78, 0.06
1649144306.985, 0.91, 0.05, 0.88, 0.06
1649144307.593, 0.89, 0.05, 0.81, 0.05
1649144308.196, 0.86, 0.05, 0.97, 0.04
1649144308.798, 0.89, 0.04, 0.97, 0.04
1649144309.4, 0.9, 0.05, 0.97, 0.05
1649144310.001, 0.91, 0.04, 0.94, 0.03
1649144310.608, 0.93, 0.04, 0.91, 0.04
1649144311.207, 0.94, 0.04, 0.97, 0.03
1649144311.81, 0.95, 0.03, 0.91, 0.04
1649144312.41, 0.93, 0.03, 0.88, 0.05
1649144313.01, 0.94, 0.03, 0.94, 0.04
1649144313.613, 0.96, 0.04, 0.91, 0.04
1649144314.215, 0.94, 0.03, 0.97, 0.03
1649144314.817, 0.92, 0.03, 0.97, 0.02
1649144315.421, 0.94, 0.03, 1.0, 0.02
1649144316.024, 0.97, 0.02, 0.97, 0.03
1649144316.624, 0.95, 0.03, 0.94, 0.03
1649144317.225, 0.95, 0.03, 0.97, 0.02
1649144317.828, 0.97, 0.03, 0.97, 0.03
1649144318.431, 0.97, 0.02, 0.94, 0.02
1649144319.039, 0.97, 0.02, 1.0, 0.03
1649144319.647, 0.98, 0.02, 0.94, 0.03
1649144320.249, 0.98, 0.02, 1.0, 0.02
1649144320.853, 0.98, 0.02, 1.0, 0.01
1649144321.457, 0.99, 0.02, 0.91, 0.03
1649144322.058, 0.98, 0.02, 1.0, 0.03
1649144322.659, 0.98, 0.02, 0.97, 0.02
1649144323.145, 0.99, 0.02, 1.0, 0.02
1649144323.751, 0.99, 0.02, 0.97, 0.03
1649144324.356, 0.99, 0.02, 0.94, 0.02
1649144324.959, 0.99, 0.02, 1.0, 0.02
1649144325.558, 0.99, 0.01, 1.0, 0.01
1649144326.158, 0.99, 0.02, 0.94, 0.02
1649144326.756, 0.98, 0.02, 1.0, 0.01
1649144327.361, 0.99, 0.01, 1.0, 0.01
1649144327.964, 0.99, 0.01, 1.0, 0.01
1649144328.567, 1.0, 0.01, 0.94, 0.02
1649144329.168, 0.99, 0.01, 1.0, 0.01
1649144329.772, 0.99, 0.01, 1.0, 0.01
1649144330.375, 0.99, 0.01, 1.0, 0.01
1649144330.974, 0.99, 0.01, 1.0, 0.01
1649144331.575, 1.0, 0.01, 1.0, 0.01
1649144332.176, 1.0, 0.01, 1.0, 0.01
1649144332.777, 1.0, 0.01, 1.0, 0.02
1649144333.383, 1.0, 0.01, 1.0, 0.02
1649144333.985, 1.0, 0.01, 0.97, 0.01
1649144334.587, 1.0, 0.01, 1.0, 0.01
1649144335.188, 1.0, 0.01, 1.0, 0.01
1649144335.788, 0.99, 0.01, 1.0, 0.01
1649144336.39, 1.0, 0.01, 1.0, 0.01
1649144336.989, 1.0, 0.01, 1.0, 0.01
1649144337.59, 1.0, 0.01, 1.0, 0.01
1649144338.189, 0.99, 0.01, 1.0, 0.01
1649144338.789, 1.0, 0.01, 0.97, 0.01
1649144339.391, 1.0, 0.01, 1.0, 0.01
1649144339.993, 1.0, 0.01, 1.0, 0.01
1649144340.6, 1.0, 0.01, 0.94, 0.01
1649144341.201, 0.99, 0.01, 1.0, 0.01
1649144341.802, 1.0, 0.01, 1.0, 0.01
1649144342.404, 0.99, 0.01, 1.0, 0.01
1649144343.006, 1.0, 0.01, 0.97, 0.01
1649144343.495, 0.99, 0.01, 1.0, 0.01
1649144344.102, 1.0, 0.01, 1.0, 0.01
1649144344.707, 0.99, 0.01, 1.0, 0.01
1649144345.326, 1.0, 0.01, 1.0, 0.0
1649144345.93, 1.0, 0.01, 1.0, 0.0
1649144346.533, 1.0, 0.01, 1.0, 0.01
1649144347.14, 1.0, 0.01, 1.0, 0.01
1649144347.753, 1.0, 0.01, 1.0, 0.0
1649144348.364, 1.0, 0.01, 1.0, 0.01
1649144348.97, 1.0, 0.01, 0.97, 0.01
1649144349.574, 1.0, 0.01, 1.0, 0.01
1649144350.175, 1.0, 0.0, 1.0, 0.01
1649144350.782, 0.99, 0.01, 1.0, 0.0
1649144351.386, 1.0, 0.0, 1.0, 0.0
1649144351.985, 1.0, 0.0, 0.97, 0.01
1649144352.586, 1.0, 0.0, 0.97, 0.01
1649144353.185, 1.0, 0.0, 1.0, 0.01
1649144353.785, 1.0, 0.0, 1.0, 0.0
1649144354.383, 1.0, 0.0, 1.0, 0.0
1649144354.986, 1.0, 0.0, 1.0, 0.0
1649144355.587, 1.0, 0.0, 1.0, 0.0
1649144356.188, 1.0, 0.0, 1.0, 0.0
1649144356.79, 1.0, 0.0, 1.0, 0.01
1649144357.395, 1.0, 0.0, 0.97, 0.01
1649144357.999, 1.0, 0.0, 1.0, 0.0
1649144358.6, 1.0, 0.0, 1.0, 0.0
1649144359.202, 1.0, 0.0, 1.0, 0.0
1649144359.805, 1.0, 0.0, 1.0, 0.0
1649144360.406, 1.0, 0.0, 1.0, 0.0
1649144361.009, 1.0, 0.0, 1.0, 0.0
1649144361.609, 1.0, 0.0, 1.0, 0.0
1649144362.212, 1.0, 0.0, 1.0, 0.01
1649144362.813, 1.0, 0.0, 1.0, 0.0
1649144363.412, 1.0, 0.0, 1.0, 0.0
